,State,WIC_PART_2012,WIC_PART_2013,WIC_PART_2014,WIC_PART_2015,WIC_PART_2016,WIC_PART_2017,WIC_PART_2018,NSLP_PART_2012,NSLP_PART_2013,NSLP_PART_2014,NSLP_PART_2015,NSLP_PART_2016,NSLP_PART_2017,NSLP_PART_2018,SBP_PART_2012,SBP_PART_2013,SBP_PART_2014,SBP_PART_2015,SBP_PART_2016,SBP_PART_2017,SBP_PART_2018,CACFP_PART_2012,CACFP_PART_2013,CACFP_PART_2014,CACFP_PART_2015,CACFP_PART_2016,CACFP_PART_2017,CACFP_PART_2018,SFSP_PART_2012,SFSP_PART_2013,SFSP_PART_2014,SFSP_PART_2015,SFSP_PART_2016,SFSP_PART_2017,SFSP_PART_2018,State_Population_2012,State_Population_2013,State_Population_2014,State_Population_2015,State_Population_2016,State_Population_2017,State_Population_2018,PCT_LACCESS_POP10,PCT_LACCESS_POP15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,PCT_LACCESS_SNAP15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,GROCPTH11,GROCPTH16,SUPERCPTH11,SUPERCPTH16,CONVSPTH11,CONVSPTH16,SPECSPTH11,SPECSPTH16,SNAPSPTH12,SNAPSPTH17,WICSPTH11,WICSPTH16,FFRPTH11,FFRPTH16,FSRPTH11,FSRPTH16,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14,MEDHHINC15,POVRATE15,CHILDPOVRATE15,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17,RECFACPTH11,RECFACPTH16,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,PC_DIRSALES07,PC_DIRSALES12,FMRKTPTH13,FMRKTPTH18,PCT_FMRKT_CREDIT18,PCT_FMRKT_FRVEG18,PCT_FMRKT_ANMLPROD18,PCT_FMRKT_BAKED18,PCT_FMRKT_OTHERFOOD18,VEG_ACRESPTH07,VEG_ACRESPTH12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,FARM_TO_SCHOOL13,FARM_TO_SCHOOL15,PCT_SNAP12,PCT_SNAP17,PC_SNAPBEN12,PC_SNAPBEN17,SNAP_PART_RATE11,SNAP_PART_RATE16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCT_WICINFANTCHILD14,PCT_WICINFANTCHILD16,PCT_WICWOMEN14,PCT_WICWOMEN16,PCT_CACFP12,PCT_CACFP17,PCT_OBESE_ADULTS20,PCT_OBESE_ADULTS14,2019_cancer_death_rate,2018_cancer_death_rate,2017_cancer_death_rate,2016_cancer_death_rate,2015_cancer_death_rate,2014_cancer_death_rate,2019 heart_disease_death_rate,2018 heart_disease_death_rate,2017 heart_disease_death_rate,2016 heart_disease_death_rate,2015 heart_disease_death_rate,2014 heart_disease_death_rate
40,South Dakota,0.026578712,0.02425588,0.023051988,0.022805068,0.022158097,0.021031579,0.020025277,0.128814841,0.12614951,0.126899557,0.125714537,0.125536817,0.123091481,0.120655202,0.032996795,0.03327452,0.033470775,0.033894258,0.034822867,0.034048717,0.033564629,0.017697445,0.017063709,0.016614002,0.020952463,0.02099978,0.017611069,0.016886657,0.006620308,0.007194843,0.006938032,0.006898668,0.006653223,0.006813346,0.007618152,833496,842270,849088,853933,862890,873286,882235,51.85671226,48.94727522,19.57392911,18.89603511,5.94544174,13.13770531,12.80776859,9.493848544,8.488333644,0.421579677,0.385238423,0.006879887,0.007299023,0.862998621,0.835963373,0.081816036,0.098016978,0.942365306,0.980313339,0.507289907,0.458776771,0.415506376,0.490962508,1.001449838,0.997309856,11.9,11.4,4.8,4.3,4,4,4,4,4,49358.38462,15.38,20.04307692,8.956060606,10.33181818,28.1,31.9,0.076635247,0.064756567,2.286098486,2.366142284,0.148531619,0.067998359,17.63612419,13.68159738,0.07698086,0.073824552,13.20707067,24.19191915,20.55555552,22.67676764,22.67676764,3.59624124,3.754270462,3.359262039,2.117071185,0.326115075,0.181669968,0.015753374,0.071558738,1.78923768,165.7028543,0.428571429,0.403508772,12.47283531,10.72348465,16.33082481,13.4626782,81.775,82.878,0,1,0,1,0,0,1,1,32.19448316,33.00874657,9.563087339,9.4069234,20.71531021,15.65536253,25.79970659,24.64362499,2.832441758,2.636566828,1.771700121,1.768437538,33.2,29.8,153.4,145.2,156.9,156.7,154,163.4,158.1,156.3,150.1,153.4,150.9,154.6
41,Tennessee,0.02523141,0.024551886,0.023504957,0.022776532,0.021629786,0.02031704,0.01887949,0.106560541,0.101155626,0.099365914,0.102673734,0.101078933,0.097806135,0.096553474,0.051680082,0.053917324,0.055202453,0.057180509,0.059460192,0.058133887,0.057150206,0.010580457,0.010802916,0.010517785,0.011139757,0.011757016,0.012908952,0.012937536,0.005027529,0.006456216,0.007435758,0.007119461,0.005941751,0.010279642,0.009761285,6451281,6493432,6540826,6590808,6645011,6708794,6770010,13.53920618,14.22738608,5.141330489,5.851052657,2.58476529,3.105027999,3.260550578,2.058676786,2.183125747,0.192199303,0.180270898,0.021189311,0.022277276,0.628444279,0.644120985,0.022221575,0.023430168,1.014367734,1.020036644,0.206921918,0.169345202,0.532845861,0.563901269,0.549011685,0.553530958,16.3,12.9,6.2,5.7,5,5,5,5,5,42519.53684,18.96,27.46947368,11.79368421,13.79894737,31.1,32.8,0.046031421,0.048210295,4.546548188,5.498739995,0.872270546,0.963545574,5.339728261,5.640221005,0.019732093,0.024253992,37.15789474,39.21052628,37.96491221,35.97744357,37.63157891,4.384375784,4.335126002,3.676375426,4.404601128,0.932916097,0.8767804,0.295818321,0.281917551,373.561038,698.0026607,0.540229885,0.538461538,20.41366257,15.59053124,29.0023816,20.83650253,94.668,92.77,1,1,0,0,0,0,1,1,51.484631,0,8.890451494,0,18.44884941,17.68781014,28.00152193,25.94947533,3.213155108,2.929147628,1.058152131,1.289513197,35.6,31.2,167,168,173.4,179.9,180.5,184.2,202.8,202.4,202.2,198.8,207.3,205.6
42,Texas,0.037175439,0.036054797,0.033971766,0.032248523,0.030776543,0.029018164,0.02599994,0.129329362,0.125128774,0.123160264,0.122941518,0.120882939,0.118243506,0.116447319,0.068472199,0.068657875,0.069127745,0.069219953,0.069020588,0.06740352,0.066838311,0.013488947,0.01394949,0.015231719,0.017278203,0.019569634,0.021002911,0.023376354,0.006768477,0.006808556,0.006715834,0.005081455,0.004533693,0.004022284,0.005046818,26089620,26489464,26977142,27486814,27937492,28322717,28701845,29.07991391,29.48241076,10.9641035,11.68083373,3.709225407,6.973123494,7.099505935,4.79750252,4.881520709,0.219262467,0.199840165,0.012715209,0.014389638,0.700866289,0.653797296,0.03778673,0.037138098,0.837785429,0.928459214,0.170188349,0.167839429,0.598227871,0.642714066,0.70608741,0.659598062,17.2,14,6.2,5.8,6.25,6.25,0,6.25,0,48728.83071,16.81850394,24.68425197,9.88503937,10.39606299,29.2,33,0.05301384,0.05142213,3.067015823,2.714669538,0.432097071,0.301895103,8.06256928,4.30481661,0.007541046,0.007339186,18.88189893,17.34449275,16.52203436,16.25837415,16.69263804,24.58975739,23.937156,13.47414994,16.34605954,51.64628904,48.33359268,0.174201457,0.215251038,6.626938038,145.2800545,0.417355372,0.39055794,15.48580999,13.85385434,17.07118468,16.89087975,71.57,73.304,1,1,1,1,1,1,1,1,47.03201717,51.11652506,8.100626928,7.532770449,19.45503157,18.65730247,34.48146158,31.64171867,4.411730982,4.030983603,1.349478822,2.10163572,35.8,31.9,141.4,142.9,146.5,148.5,149.2,152.9,163.4,170,169.2,167.7,171.6,169.9
43,Utah,0.024405749,0.023025367,0.020854987,0.019780378,0.018597255,0.01732059,0.015497297,0.122267407,0.114458645,0.112420063,0.112071538,0.109918012,0.108114647,0.105457345,0.026136461,0.02564233,0.025629705,0.025665141,0.027790913,0.028136976,0.02721053,0.011060054,0.011314295,0.01130124,0.011685427,0.010812335,0.010618352,0.010331039,0.004790663,0.004550149,0.003749916,0.002280975,0.002567859,0.002421435,0.001061338,2853467,2897927,2937399,2982497,3042613,3103118,3161105,32.83047058,33.70760546,10.88705865,11.83324053,2.819840088,9.807245306,10.08729507,4.729369564,4.808054023,0.29848735,0.299336458,0.014519697,0.014760497,0.683796537,0.657392272,0.036940002,0.050474373,0.596838267,0.744595543,0.289271607,0.335733498,0.818676314,0.849375469,0.783421453,0.962037904,13.3,10.7,4.7,3.9,1.75,1.75,1.75,1.75,1.75,56898.7931,12.08965517,15.92068966,7.548275862,8.313793103,24.3,25.3,0.07471514,0.059659512,8.789606853,9.839681002,1.025331823,1.42020673,10.10086865,13.05481412,0.050324472,0.048554042,44.58128081,49.95894899,49.67159258,46.51067313,49.95894899,4.934642973,4.625203669,4.260826231,2.289024545,3.519711159,3.303960144,0.487174413,0.753638711,14.30840082,431.3663015,0.461538462,0.607142857,9.701067401,6.650863109,11.48741728,8.534120704,78.201,70.229,1,1,0,0,0,0,1,1,34.71838131,34.00971748,10.66331803,9.684759866,15.9480695,11.24037897,17.80618473,16.72238191,2.463010572,2.125018159,1.10571287,1.062275113,28.6,25.7,117.2,120,120.3,122.4,125.2,127.4,146.5,146.4,150.2,150,152.9,151
44,Vermont,0.024711704,0.023692056,0.02275473,0.021966409,0.020453309,0.018506598,0.018244481,0.086587576,0.082299568,0.080771539,0.078629513,0.07768887,0.075418219,0.074214589,0.03757263,0.036611252,0.036681344,0.036314863,0.038973205,0.039564433,0.040647916,0.0126413,0.014389696,0.015687328,0.01656078,0.018569087,0.027705456,0.02135801,0.01047179,0.010625794,0.012118973,0.012824758,0.014036854,0.014936151,0.015582014,626063,626212,625218,625197,623644,624525,626299,10.6576501,10.35979063,3.387072401,3.671480985,1.719440449,2.198456261,2.160211008,1.818963634,1.770393513,0.393456949,0.357862569,0.000453175,0.001900722,0.897667048,0.794868361,0.105883102,0.099124745,1.050123043,1.045442031,0.232223669,0.201253599,0.499298907,0.570037898,1.081017194,1.015510727,10.1,10.1,4.3,4.4,0,0,0,0,0,53864.71429,10.68571429,15.21428571,7.071428571,8.085714286,23.7,27.6,0.111883042,0.131945502,21.33342535,28.26241694,4.448981328,5.18165841,43.48296358,49.99111413,0.187739518,0.16926909,67.17919023,78.36541476,75.41898618,78.36541476,76.57970047,4.632949847,4.627335286,4.310725685,6.805399417,8.535887347,6.022880183,1.241504364,1.418749542,915.3237852,2307.513797,0.928571429,1,15.43773824,12.27571138,20.56769964,16.14559187,93.903,100,0,1,0,0,1,1,1,1,34.98749715,36.94999497,7.299506096,7.809246858,8.468723635,6.746061802,36.11165333,31.98721961,2.563817695,2.277184876,1.265053404,2.774401634,26.3,24.8,150.4,156,164.5,158.4,165.3,167.9,151.6,150.5,152.5,158.8,152.5,156.6
45,Virginia,0.019442024,0.01889426,0.017396085,0.016696547,0.015741868,0.014433778,0.013378244,0.091520311,0.086951765,0.085189866,0.084022207,0.083503468,0.082089852,0.082465266,0.033121497,0.033014417,0.033241775,0.034058191,0.036850777,0.038888798,0.041251201,0.008673795,0.007916798,0.007947202,0.008191619,0.008446731,0.012298577,0.013198216,0.006638666,0.006727086,0.006894307,0.006855033,0.007023348,0.008657083,0.009056099,8185229,8253053,8312076,8362907,8410946,8465207,8517685,17.22132994,17.94129197,5.206464965,6.046998561,2.210334979,3.762657084,3.846646984,2.723991859,2.81799854,0.220543054,0.211912921,0.024273269,0.024875206,0.68056888,0.677360254,0.056136267,0.053173838,0.937618933,0.942387008,0.144866088,0.144825361,0.704699791,0.717024192,0.833213021,0.871189214,12.6,9.8,6,3.6,1.5,5.3,1.5,5.3,1.5,54032.75188,14.70676692,20.86466165,10.70223881,11.20902256,27.4,30.1,0.091678998,0.095188064,7.588051178,8.886082552,2.046564286,1.323465171,8.530513907,9.526890219,0.05895405,0.062347237,57.49205219,65.02672736,63.69588157,64.13120498,63.22946366,14.93795227,15.20412997,15.19508377,10.54659053,6.451611601,6.002714358,0.410877659,0.47434251,49.03756344,302.3134459,0.65,0.504347826,11.1602889,9.156390225,17.9664879,14.27992003,75.465,75.486,1,1,1,1,0,0,1,1,39.10289064,44.04604459,6.842500264,6.3360528,13.62531762,12.10636649,20.9653446,19.13991381,2.086981065,1.920089627,0.867016517,1.229158845,32.2,28.5,144.9,149.3,152.6,156.1,159.5,161.5,149.1,147.9,154.5,150.7,154.2,156.1
46,Washington,0.028247389,0.027539256,0.026005861,0.024587426,0.023150776,0.021204614,0.019244023,0.078404825,0.07462388,0.074140488,0.072321296,0.071441893,0.070462474,0.068683724,0.027023003,0.026422219,0.026641281,0.026290077,0.026493622,0.02633477,0.0264871,0.010936872,0.009443794,0.010142342,0.011134434,0.011003738,0.01124076,0.010563604,0.005949911,0.005797148,0.006553619,0.006128811,0.005827535,0.005719533,0.005906239,6892876,6962906,7052439,7163543,7294680,7425432,7535591,27.84590116,27.99248023,8.97058503,9.876143103,4.220949679,6.393822878,6.422298331,4.74155009,4.785289525,0.287239452,0.280700506,0.018873656,0.023109083,0.412531253,0.425093885,0.077427479,0.079483911,0.788993773,0.777141531,0.194213363,0.186400736,0.560609438,0.545766596,0.823365654,0.823572099,13.7,10.8,5.5,4.1,6.5,6.5,0,6.5,0,52487,15.09487179,20.86666667,8.733333333,10.14102564,26.8,27.7,0.082135961,0.090611818,14.4460297,15.92795816,2.152208464,3.082247451,16.24757377,16.19815741,0.045849275,0.045258475,65.2400544,60.81798436,51.69912231,58.29669131,60.20183231,158.6294697,143.1730595,31.82945105,36.12708445,109.8232887,106.19308,5.284208076,6.217293649,185.0653715,315.4167582,0.894736842,0.868421053,16.08048045,12.55087662,23.37793428,19.12766417,97.926,100,1,1,1,1,1,1,1,1,39.43158124,43.68961266,7.971436468,8.355817708,21.37134976,18.7196018,31.50017913,28.70655025,3.049783356,2.728277112,1.094000942,1.127064496,28,27.3,143.4,145.3,148.4,150.9,156.4,155.5,134.8,135.4,138.8,136.1,137.6,137.2
47,West Virginia,0.025792678,0.025029627,0.023662223,0.022639074,0.02206034,0.021086262,0.019610028,0.108432183,0.10466305,0.103895611,0.105479502,0.105520884,0.105414832,0.103148691,0.06146163,0.06310071,0.07114489,0.081541094,0.084220287,0.085833485,0.08270824,0.012991689,0.013476651,0.013014155,0.013270251,0.013530563,0.013115366,0.013310624,0.00713661,0.006435177,0.006645158,0.005492954,0.005151483,0.004688374,0.005517678,1856764,1853873,1849467,1841996,1830929,1817048,1805832,14.44116992,15.52302526,5.700797771,6.328952196,2.371025669,2.907776568,3.150564548,2.538718674,2.780657213,0.21982052,0.209468883,0.017837995,0.020995721,0.626072301,0.592499478,0.028207279,0.017279973,1.198319402,1.187198779,0.235138863,0.191052805,0.533473433,0.506961654,0.611142229,0.619942343,11.4,10,4.9,3.8,6,6,0,6,0,40523.30909,19.16,26.68181818,12.65636364,13.94363636,33.8,38.1,0.054663078,0.043321201,8.34973778,10.15657688,2.688121272,3.055517794,5.257757778,7.018524557,0.081890223,0.088522988,43.24242415,62.54545441,58.54545441,59.45454532,59.81818168,1.638618488,1.62722065,1.720942578,1.883022534,3.409535596,3.580911353,0.455312319,0.484545788,35.14451976,396.7751923,0.70212766,0.85106383,18.69354195,18.7408847,24.10793322,22.59241803,79.776,95.396,1,1,0,0,1,1,1,1,45.73071319,46.90092844,8.482527496,7.283696392,19.14629183,16.0454981,32.0251543,29.9336951,3.00119165,2.855564294,1.300151992,1.312396846,39.1,35.7,175,179.5,179.4,182.2,190.4,195.1,197.4,196.4,192,191,191.3,192.9
48,Wisconsin,0.020732154,0.019829824,0.018932718,0.018312124,0.017348458,0.016567217,0.015908833,0.104237234,0.097999263,0.095702138,0.094033774,0.091346469,0.088160996,0.086080379,0.030236616,0.030165686,0.030781172,0.03212659,0.03327448,0.032823238,0.033043756,0.010512198,0.010383868,0.010659775,0.010613251,0.01064974,0.010329847,0.009985391,0.015304234,0.015390402,0.016968088,0.016453623,0.015620415,0.009439143,0.008911223,5719855,5736952,5751974,5761406,5772958,5792051,5813568,18.22902019,17.32190268,5.673518485,5.407066286,2.104299666,4.101891566,3.911306937,3.149391187,2.93284059,0.205002759,0.201111488,0.016497709,0.020265745,0.54913905,0.542232974,0.099050866,0.105464404,0.617329975,0.719302829,0.219190044,0.218034231,0.48746955,0.53894351,1.094375751,1.114444121,15.3,14.9,5.9,6.2,5,5,0,0,0,53164.93056,11.86666667,17.1875,8.45,9.706944444,29.7,32,0.095765104,0.090036258,9.372168836,9.688999999,0.755346215,0.666893801,14.08657205,15.28430179,0.077533325,0.082172463,40.14087286,61.66633581,49.85218224,56.62070085,58.60152092,106.663164,107.49608,20.30932716,16.93258817,4.633583758,4.222427135,10.09502547,10.77477112,337.1356767,524.4282704,0.941176471,0.957142857,14.60061847,11.93402977,14.6362039,10.7810145,90.91,94.073,1,1,0,0,1,1,1,1,33.66181252,34.3965688,8.180290371,7.832429058,12.55934955,9.717456729,24.15890165,22.65305787,2.237643211,2.014588401,1.050995661,1.03237297,32.3,31.2,149.6,151.5,153.2,158,159.3,161.8,158.8,157.8,157.6,154.9,156,155.1
49,Wyoming,0.021867499,0.020580129,0.019962161,0.018774146,0.018454592,0.017547049,0.015685338,0.09817962,0.092358065,0.090782928,0.088538437,0.087073309,0.086200829,0.08332739,0.027249145,0.025620735,0.025508632,0.025071281,0.026330476,0.027130381,0.028393216,0.01636082,0.014161097,0.014112142,0.013778711,0.012892143,0.012210373,0.011947478,0.005342982,0.006039961,0.00605787,0.007400097,0.006390662,0.007980184,0.008084994,576270,582123,582548,585668,584290,578934,577737,26.54617999,25.1837045,7.420175873,7.310387964,1.519307568,6.20952662,5.824588571,3.697517775,3.512143799,0.268510524,0.244735234,0.0119092,0.014831375,0.534614144,0.533348532,0.049483524,0.063015996,0.544619823,0.684712127,0.237132436,0.228949836,0.678917748,0.641134002,1.215158571,1.203133507,14,13.2,5.3,5.1,0,4,0,4,0,59936.47826,10.5173913,13.31304348,7.495652174,8.9,24.6,28.8,0.15511322,0.149602906,5.594693863,5.762076005,0.316137233,0.234750353,8.044520877,7.629686538,0.112526406,0.140876849,56.88405758,64.13043462,61.59420262,63.0434781,57.97101411,0.187148782,0.17572048,0.187148782,0.05844141,0.142490877,0.309218475,0,0,47.0833228,240.3241228,0.260869565,0.173913043,5.956718724,5.668505045,7.482652421,6.142353699,58.381,56.037,0,0,0,0,0,0,0,1,25.67066951,25.71243176,10.15803007,10.43768448,10.18175708,9.464097166,22.0897976,21.29678405,2.571756602,2.375606659,1.635122995,1.220234242,30.7,29.5,138.9,140.6,136.1,140.9,139.4,140.7,150.4,152.7,148.9,157.8,159.4,162.2
